1,42584,
2,42988,
3,43038,
4,43080,
5,43093,
6,43144,
7,43254,
8,43289,
9,43331,
10,43346,
11,43372,
12,43575,
13,43672,
14,43810,
15,43823,
16,43873,
17,44027,
18,44157,
19,44170,
20,44183,
21,44215,
22,44350,
23,44418,
24,44423,
25,44452,
26,44483,
27,44489,
28,44512,
29,44521,
30,44560,
31,44596,
32,44607,
33,44617,
34,44651,
35,44661,
36,44669,
37,44676,
38,44693,
39,44696,
40,44705,
41,44773,
42,44787,
43,44789,
44,44804,
45,44805,
46,44839,
47,44872,
48,44904,
49,44917,
50,44936,
51,44943,
52,44953,
53,44962,
54,44967,
55,44970,
56,45333,
57,45989,
58,47381,
59,47993,
60,48185,
61,48316,
62,48728,
63,48967,
64,49010,
65,49105,
66,49207,
67,49430,
68,49462,
69,49613,
70,50160,
71,50592,
72,50600,
73,51016,
74,51028,
75,51219,
76,51472,
77,51697,
78,52118,
79,52299,
80,53046,
81,53364,
82,58829,
83,59902,
84,60339,
85,60918,
86,60993,
87,61097,
88,61430,
89,61749,
90,61813,
91,61887,
92,62165,
93,62208,
94,62543,
95,62822,
96,63138,
97,63200,
98,63324,
99,64931,
100,65495,
