1,35669,
2,36367,
3,36448,
4,36456,
5,37116,
6,37442,
7,37559,
8,37829,
9,37935,
10,37958,
11,37963,
12,38285,
13,38300,
14,38343,
15,38464,
16,38486,
17,38523,
18,38589,
19,38662,
20,38705,
21,38715,
22,38859,
23,38863,
24,38963,
25,38984,
26,38990,
27,38999,
28,39004,
29,39031,
30,39036,
31,39052,
32,39066,
33,39090,
34,39091,
35,39113,
36,39198,
37,39288,
38,39293,
39,39325,
40,39349,
41,39366,
42,39411,
43,39416,
44,39423,
45,39431,
46,39489,
47,39501,
48,39519,
49,39523,
50,39537,
51,39550,
52,40155,
53,41761,
54,41865,
55,41929,
56,42397,
57,42443,
58,42448,
59,42715,
60,43394,
61,43668,
62,43945,
63,44083,
64,44095,
65,44227,
66,44330,
67,44376,
68,44597,
69,44681,
70,44808,
71,45148,
72,45235,
73,45618,
74,45912,
75,45974,
76,46299,
77,46402,
78,46608,
79,46806,
80,46850,
81,47601,
82,48281,
83,48378,
84,48698,
85,48809,
86,49138,
87,50508,
88,59009,
89,60055,
90,60168,
91,60509,
92,61051,
93,61270,
94,61270,
95,61405,
96,61624,
97,62094,
98,64109,
99,64567,
100,65167,
