0,63099,
1,62632,
2,62905,
3,63736,
4,62531,
5,61930,
6,63877,
7,61995,
8,62171,
9,59583,
10,58495,
11,57868,
12,61217,
13,60976,
14,57533,
15,58711,
16,60450,
17,60031,
18,60493,
19,59623,
20,59631,
21,58164,
22,59149,
23,60577,
24,60552,
25,61191,
26,60152,
27,60155,
28,59440,
29,58234,
30,58308,
31,56233,
32,56874,
33,58615,
34,60446,
35,61909,
36,61345,
37,61068,
38,60708,
39,61540,
40,59626,
41,61459,
42,61331,
43,61648,
44,60813,
45,59983,
46,61119,
47,62581,
48,63241,
49,61099,
50,61237,
51,60371,
52,60430,
53,59048,
54,59724,
55,59967,
56,58955,
57,59180,
58,59591,
59,60103,
60,60818,
61,62909,
62,60413,
63,58686,
64,59840,
65,56907,
66,57083,
67,56666,
68,54169,
69,54474,
70,54171,
71,58554,
72,58229,
73,57623,
74,59591,
75,58290,
76,56172,
77,57395,
78,60083,
79,61969,
80,60700,
81,60267,
82,58742,
83,57641,
84,57553,
85,55093,
86,56031,
87,57240,
88,58805,
89,58970,
90,60431,
91,59190,
92,60494,
93,60747,
94,60298,
95,59698,
96,59699,
97,58678,
98,58413,
99,58587,
