0,63283,
1,61081,
2,59256,
3,57440,
4,56399,
5,56226,
6,56069,
7,56125,
8,59029,
9,60390,
10,60281,
11,62161,
12,61784,
13,59071,
14,61240,
15,61561,
16,60984,
17,59364,
18,59528,
19,62397,
20,62682,
21,60622,
22,60673,
23,61812,
24,61225,
25,59793,
26,57520,
27,54175,
28,56070,
29,57020,
30,58408,
31,57149,
32,58491,
33,61144,
34,60510,
35,59101,
36,56551,
37,58410,
38,57211,
39,57166,
40,55168,
41,54963,
42,56895,
43,55349,
44,54770,
45,57257,
46,58377,
47,57707,
48,56525,
49,55971,
50,52668,
51,53681,
52,56270,
53,56213,
54,56357,
55,56815,
56,55198,
57,53738,
58,56166,
59,57509,
60,57159,
61,57550,
62,55433,
63,57638,
64,56520,
65,58293,
66,57380,
67,58039,
68,56843,
69,59197,
70,58978,
71,59522,
72,58089,
73,59680,
74,58549,
75,59593,
76,60323,
77,61162,
78,60421,
79,62185,
80,63039,
81,61649,
82,62331,
83,62410,
84,60505,
85,59166,
86,58366,
87,59282,
88,58346,
89,57825,
90,57616,
91,57461,
92,58451,
93,57874,
94,58630,
95,59273,
96,55703,
97,55854,
98,56916,
99,57867,
