1,40995,
2,41704,
3,41861,
4,41887,
5,41930,
6,41933,
7,41962,
8,41968,
9,42138,
10,42235,
11,42238,
12,42289,
13,42293,
14,42294,
15,42303,
16,42371,
17,42403,
18,42414,
19,42432,
20,42441,
21,42459,
22,42535,
23,42539,
24,42577,
25,42586,
26,42689,
27,42719,
28,42723,
29,42731,
30,42740,
31,42740,
32,42795,
33,42802,
34,42812,
35,42883,
36,42889,
37,42897,
38,42909,
39,42979,
40,42981,
41,42989,
42,42994,
43,42997,
44,43030,
45,43074,
46,43090,
47,43095,
48,43102,
49,43103,
50,43107,
51,43428,
52,43758,
53,43786,
54,44946,
55,45642,
56,45845,
57,45851,
58,46215,
59,46401,
60,47365,
61,47368,
62,47413,
63,48009,
64,48149,
65,48155,
66,48249,
67,48302,
68,48831,
69,48875,
70,48993,
71,49249,
72,49295,
73,49351,
74,49501,
75,49508,
76,50112,
77,50360,
78,50538,
79,50539,
80,51935,
81,52603,
82,53260,
83,60406,
84,60434,
85,60673,
86,60792,
87,60845,
88,60946,
89,61023,
90,61077,
91,61119,
92,61514,
93,62142,
94,62191,
95,62403,
96,62408,
97,62477,
98,62718,
99,63399,
100,65422,
