1,42615,
2,42616,
3,43834,
4,43880,
5,43905,
6,44118,
7,44177,
8,44203,
9,44211,
10,44302,
11,44332,
12,44377,
13,44501,
14,44525,
15,44554,
16,44727,
17,44732,
18,44793,
19,44938,
20,44943,
21,45026,
22,45124,
23,45140,
24,45148,
25,45166,
26,45167,
27,45169,
28,45174,
29,45220,
30,45263,
31,45271,
32,45292,
33,45306,
34,45351,
35,45367,
36,45394,
37,45437,
38,45474,
39,45550,
40,45568,
41,45584,
42,45602,
43,45608,
44,45610,
45,45616,
46,45624,
47,45636,
48,45637,
49,45678,
50,45682,
51,45704,
52,45710,
53,45841,
54,46759,
55,47041,
56,47960,
57,48012,
58,48087,
59,48125,
60,48219,
61,48806,
62,49143,
63,49148,
64,49246,
65,49266,
66,49323,
67,49337,
68,49395,
69,49440,
70,49495,
71,49546,
72,49693,
73,50090,
74,50289,
75,50370,
76,50550,
77,50634,
78,50706,
79,50718,
80,50826,
81,50984,
82,51380,
83,51809,
84,52115,
85,52447,
86,59450,
87,59888,
88,60134,
89,60677,
90,60837,
91,61292,
92,61571,
93,61668,
94,61782,
95,62233,
96,62568,
97,62616,
98,62728,
99,63615,
100,65399,
