0,59091,
1,58459,
2,59748,
3,59205,
4,59382,
5,59906,
6,59825,
7,58484,
8,59387,
9,58958,
10,57652,
11,56734,
12,56018,
13,57250,
14,57134,
15,57347,
16,58683,
17,57741,
18,56619,
19,57449,
20,58053,
21,57597,
22,59442,
23,57907,
24,60749,
25,61834,
26,61030,
27,59882,
28,61061,
29,60704,
30,61475,
31,60215,
32,59594,
33,60858,
34,61136,
35,61039,
36,57319,
37,58248,
38,58994,
39,58372,
40,57742,
41,58402,
42,59949,
43,60802,
44,60307,
45,58173,
46,58793,
47,59481,
48,60809,
49,58953,
50,57254,
51,57371,
52,58256,
53,59103,
54,56854,
55,57542,
56,57276,
57,57489,
58,58326,
59,54643,
60,54007,
61,51677,
62,52192,
63,52304,
64,56382,
65,56772,
66,56559,
67,58232,
68,60593,
69,61130,
70,60490,
71,60728,
72,59378,
73,58177,
74,57694,
75,61076,
76,60350,
77,60633,
78,60494,
79,59915,
80,61326,
81,60857,
82,61200,
83,59414,
84,59653,
85,59814,
86,59675,
87,55954,
88,55066,
89,56548,
90,59852,
91,60164,
92,61767,
93,61830,
94,60069,
95,58412,
96,55292,
97,57911,
98,56896,
99,56557,
