0,62439,
1,62460,
2,62604,
3,59320,
4,58722,
5,63355,
6,64590,
7,63421,
8,61521,
9,61708,
10,62539,
11,60076,
12,59225,
13,59762,
14,59724,
15,58960,
16,57657,
17,58823,
18,57861,
19,57133,
20,58601,
21,59150,
22,60052,
23,59564,
24,57204,
25,59761,
26,61672,
27,62602,
28,59003,
29,59014,
30,59215,
31,59470,
32,58081,
33,60180,
34,61322,
35,59878,
36,57491,
37,55618,
38,58524,
39,59030,
40,57852,
41,59295,
42,58397,
43,59289,
44,62075,
45,61670,
46,60972,
47,56565,
48,57685,
49,54440,
50,54421,
51,54862,
52,56848,
53,56400,
54,58448,
55,60193,
56,58798,
57,59781,
58,59394,
59,58411,
60,58022,
61,59459,
62,54950,
63,55133,
64,56518,
65,56541,
66,54465,
67,54329,
68,56390,
69,57167,
70,57616,
71,58600,
72,56493,
73,57675,
74,57803,
75,56634,
76,54596,
77,53776,
78,51804,
79,54760,
80,56120,
81,56639,
82,55092,
83,55871,
84,58066,
85,55480,
86,57420,
87,57793,
88,57049,
89,57293,
90,55909,
91,58606,
92,57874,
93,58287,
94,58281,
95,59142,
96,60064,
97,58043,
98,61835,
99,59730,
