1,39539,
2,39735,
3,39832,
4,39931,
5,40265,
6,40309,
7,40329,
8,40427,
9,40434,
10,40437,
11,40437,
12,40451,
13,40479,
14,40481,
15,40489,
16,40504,
17,40515,
18,40524,
19,40535,
20,40539,
21,40541,
22,40573,
23,40575,
24,40584,
25,40643,
26,40656,
27,40667,
28,40667,
29,40712,
30,40715,
31,40745,
32,40776,
33,40789,
34,40830,
35,40844,
36,40896,
37,40903,
38,40905,
39,40908,
40,40908,
41,40913,
42,40925,
43,40928,
44,40940,
45,40951,
46,40953,
47,40956,
48,40961,
49,40962,
50,40962,
51,40972,
52,40996,
53,40996,
54,41007,
55,41013,
56,41019,
57,41029,
58,41040,
59,41046,
60,41047,
61,41060,
62,41090,
63,41124,
64,41140,
65,41190,
66,41214,
67,41277,
68,41277,
69,41298,
70,41336,
71,41388,
72,41554,
73,41557,
74,41597,
75,41598,
76,41607,
77,41713,
78,41743,
79,41909,
80,42024,
81,42033,
82,42034,
83,42089,
84,42106,
85,42114,
86,42125,
87,42153,
88,42275,
89,42347,
90,42361,
91,42377,
92,42476,
93,42691,
94,42695,
95,42905,
96,43502,
97,44322,
98,46938,
99,47098,
100,48526,
