1,41045,
2,41141,
3,41455,
4,41461,
5,42117,
6,42433,
7,42641,
8,42919,
9,42939,
10,42972,
11,43046,
12,43063,
13,43077,
14,43152,
15,43157,
16,43180,
17,43230,
18,43243,
19,43246,
20,43413,
21,43444,
22,43445,
23,43460,
24,43486,
25,43514,
26,43536,
27,43538,
28,43555,
29,43591,
30,43621,
31,43623,
32,43683,
33,43720,
34,43722,
35,43722,
36,43746,
37,43779,
38,43793,
39,43811,
40,43819,
41,43822,
42,43825,
43,43862,
44,43928,
45,43932,
46,43937,
47,43943,
48,43966,
49,43967,
50,43974,
51,45037,
52,45281,
53,46050,
54,46729,
55,47072,
56,47089,
57,47480,
58,47614,
59,47666,
60,47765,
61,47837,
62,47986,
63,47999,
64,48015,
65,48046,
66,48715,
67,48925,
68,49002,
69,49042,
70,49061,
71,49090,
72,49110,
73,49347,
74,49353,
75,49429,
76,49639,
77,49852,
78,49858,
79,50043,
80,50151,
81,50621,
82,52573,
83,52748,
84,58270,
85,59806,
86,61095,
87,61228,
88,61589,
89,61591,
90,61624,
91,61757,
92,61826,
93,62218,
94,62503,
95,62534,
96,62568,
97,63226,
98,63345,
99,63718,
100,63765,
